program,grant_id,year,year_basis,grantee,amount_usd,summary
2025-grants,fli/2025-grants/4,2025,slug,Institute for Family Studies,550000.0,"Support for the ""Pro-Family, Pro-Human AI"" project aimed at guiding AI development to protect human and family interests. The Institute's programs and platforms focus on marriage, child well-being, family formation, parenting, and the role of technology in family life, producing research that attracts attention and respect from across the ideological spectrum."
2025-grants,fli/2025-grants/5,2025,slug,International Association for Safe and Ethical AI (IASEAI),1950000.0,"General support. The International Association for Safe and Ethical AI (IASEAI) is a nonprofit organization founded to address the risks and opportunities associated with rapid advances in AI. Its mission is to ensure that AI systems are guaranteed to operate safely and ethically; and to shape policy, promote research, and build understanding and community around this goal."
2025-grants,fli/2025-grants/6,2025,slug,Talos Network,129000.0,"Support for the Talos Fellowship, which aims to launch European policy careers focused on safe and responsible AI deployment. The fellowship offers employment and support to fellows while strengthening the AI policy talent pool in Europe. Our other grant programs Request for Proposals on religious projects tackling the challenges posed by the AGI race Completed 2024 Grants Funds allocated Multistakeholder Engagement for Safe and Prosperous AI Completed All Grant Programs Sign up for the Future of Life Institute newsletter Join 70,000+ others receiving periodic updates on our work and focus areas. View previous editions Steering transformative technology towards benefiting life and away from extreme large-scale risks. Our Mission Focus areas Artificial Intelligence Biotechnology Nuclear Weapons Our work Policy & Research Futures Communications Grantmaking Our content Articles Podcasts Newsletters Open letters About us Our people Our history Careers Donate Finances FAQs Contact us Accessibility Media room Report a broken link Accessibility Media room Report a broken link ©  2026 Future of Life Institute. All rights reserved. Visit our Facebook Visit our Twitter Visit our LinkedIn Visit our YouTube channel {""prefetch"":[{""source"":""document"",""where"":{""and"":[{""href_matches"":""/*""},{""not"":{""href_matches"":[""/wp-*.php"",""/wp-admin/*"",""/wp-content/uploads/*"",""/wp-content/*"",""/wp-content/plugins/*"",""/wp-content/themes/twentytwenty/*"",""/wp-content/themes/oxygen-is-not-a-theme/*"",""/*\\?(.+)""]}},{""not"":{""selector_matches"":""a[rel~=\""nofollow\""]""}},{""not"":{""selector_matches"":"".no-prefetch, .no-prefetch a""}}]},""eagerness"":""conservative""}]} question-circle angle-down cloud magnifier cross arrow-up arrow_back arrow_forward business_center keyboard_arrow_down memory attach_money monetization_on wifi_tethering mail av_timer library_books recent_actors account_balance_wallet fingerprint gavel language linkedin facebook pinterest youtube rss twitter instagram facebook-blank rss-blank linked"
global-institutions-governing-ai,fli/global-institutions-governing-ai/0,2024,intro,A Global AGI Agency,15000.0,"Justin Bullock at the University of Washington suggests as his mechanism a Global AGI Agency, which would be a public private partnership led by a US-EU-China coalition alongside major private national R&D labs within leading technology firms. This partnership would be institutionally housed by the IEEE and the UN together. In this approach, national governments would partner more closely with leading technology firms, subsidise projects, provide evaluation and feedback on models, and generate public good uses alongside the profit making uses."
global-institutions-governing-ai,fli/global-institutions-governing-ai/1,2024,intro,Fair Trade AI,15000.0,"Katharina Zuegel at the Forum on Information and Democracy in France proposes the development of a ""Fair Trade AI"" mechanism, inspired by the success of the Fair Trade certification model in promoting ethical practices within commodity markets. By leveraging Fair Trade principles, this project aims to foster the creation, deployment, and utilization of AGI systems that are ethical, trustworthy, and beneficial to society. Fair Trade’s success informs this project, including enhanced living and working conditions, economic empowerment of labor, cultural preservation, and environmental sustainability."
global-institutions-governing-ai,fli/global-institutions-governing-ai/2,2024,intro,IAEA and CERN for AI,15000.0,"Haydn Belfield, a researcher at the University of Cambridge’s Centre for the Study of Existential Risk and the Leverhulme Centre for the Future of Intelligence, proposes two reinforcing institutions: an International AI Agency (IAIA) and CERN for AI. The IAIA would primarily serve as a monitoring and verification body, enforced by chip import restrictions: only countries that sign a verifiable commitment to certain safe compute practices would be permitted to accumulate large amounts of compute. Meanwhile, a “CERN for AI” is an international scientific cooperative megaproject on AI which would centralise frontier model training runs in one facility. As an example of reinforcement, frontier foundation models would be shared out of the CERN for AI, under the supervision of the IAIA."
global-institutions-governing-ai,fli/global-institutions-governing-ai/3,2024,intro,International Treaty on the Prohibition of Misaligned Artificial General Intelligence,15000.0,"José Villalobos Ruiz, based at the Institute for Law & AI, proposes an international treaty on the prohibition of misaligned AI. Ruiz will focus on what the legal side of an ideal treaty on the prohibition of misaligned AGI might look like, addressing the question in three steps. The first step will be a comparative analysis of existing legal instruments that prohibit technologies or activities that may pose an existential risk, from nuclear weapons to greenhouse gas emissions beyond a certain cap; the second step will be to identify how existing legal frameworks may fail to address risks posed by AGI; the third will be to recommend ways in which those weaknesses could be tackled in a treaty that prohibits (misaligned) AGI."
global-institutions-governing-ai,fli/global-institutions-governing-ai/4,2024,intro,Stable AGI Governance through the International AI Governance Organization (IAIGO),15000.0,"To enable his ideal one-AGI scenario, Joel Christoph at the European University Institute proposes the creation of an ""International AI Governance Organization"" (IAIGO), a new treaty-based institution under the auspices of the United Nations. All countries would be eligible to join, with major AI powers guaranteed seats on the executive council, akin to the UN Security Council permanent members. The IAIGO would have three primary mandates: regulate, monitor and enforce a moratorium on AGI development, until a coordinated international project can be initiated with adequate safety precautions; pool financial and talent resources from member states to create an international AGI project, potentially absorbing leading initiatives like OpenAI and DeepMind and subjecting ‘rogue’ projects to severe sanctions; finally, oversee controlled AGI deployment, distributing benefits equitably to all member states and enforcing strict safety and security protocols."
global-institutions-governing-ai,fli/global-institutions-governing-ai/5,2024,intro,The Practical Bengio,15000.0,"Joshua Tan, an American researcher at the University of Oxford, makes the case for a world of multiple safe AGIs, overseen by an institution that is, in effect, the practical realisation of Yoshua Bengio’s recent proposal: a multilateral network of publicly-funded AI laboratories that prioritize humanity's safety and well-being. Tan then focuses on how to establish such a network, as well as on resolving some operational and incentive problems he sees with Bengio's original proposal. Results Here is a selection of results from this grant program: Stable AGI Governance through the International AI Governance Organization, by Joel Christoph.  Download Towards a Global Agency for Governing Artificial General Intelligence - Challenges and Prospects, by Justin Bullock.  Download Beyond a Piecemeal Approach: Prospects for a Framework Convention on AI, by José Jaime Villalobos and Matthijs M. Maas.  Download Domestic frontier AI regulation, an IAEA for AI, an NPT for AI, and a US-led Allied Public-Private Partnership for AI: Four institutions for governing and developing frontier AI, by Haydn Belfield.  Download Request for Proposal I. Background on FLI The Future of Life Institute (FLI) is an independent non-profit that works to steer transformative technology towards benefiting life and away from extreme large-scale risks. We work through policy advocacy at the UN, in the EU and the US, and have a long history of grants programmes supporting such work as AI existential safety research and investigations into the humanitarian impacts of nuclear war. This current request for proposals is part of FLI’s Futures program, which aims to guide humanity towards the beneficial outcomes made possible by transformative technologies. The program seeks to engage a diverse group of stakeholders from different professions, communities, and regions to shape our shared future together. II. Request for Proposal Call for proposed designs for global institutions governing AI FLI is calling f"
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/0,2024,intro,AI and education on climate change mitigation – from King Midas problem to a golden opportunity?,15000.0,"Uroš Ćemalović, a Serbian lawyer and researcher at the Center for Ecology and Sustainability, will evaluate the impact of AI on the achievement of SDG target 13.3, with a focus on education on climate change mitigation. Two questionnaires will gather data on the level of inclusion of AI-based educational tools at universities, the level of interoperability of these tools in natural and social sciences and how educators feel about it. The main observed tendencies will then be extrapolated for the period 2024-2030."
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/1,2024,intro,AI for Climate Resilience,15000.0,"At the Energy and Resources Institute in New Delhi, Reeta Sharma and her team will conduct a thorough examination of existing literature to identify AI applications utilised in climate change mitigation and adaptation efforts, as well as a qualitative analysis to discern trends, patterns, and potential challenges associated with employing AI for climate action. The team will then employ a range of analytical methods, including scenario planning, modelling and simulation, to project AI's impact on achieving this SDG (13)."
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/2,2024,intro,An AI-driven Observatory Against Poverty,15000.0,"A research team at the International Research Centre on Artificial Intelligence (IRCAI), under the auspices of UNESCO, led by Marko Grobelnik and Joao Pita Costa, seeks to evaluate the impact of AI on poverty alleviation efforts, under SDG 1.5. To do so, the IRCAI will build on the knowledge and experience gained with the OECD AI Policy Observatory, with a comprehensive framework encompassing three key metrics: access to essential services; income levels and economic activity; and social equity and inclusion. Further analysis will then integrate predictive modeling, scenario analysis, and policy impact simulations to offer insights into future trajectories of AI's role in poverty alleviation."
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/3,2024,intro,Assessing the role of AI in heat mitigation and adaptation,15000.0,"Surekha Tetali, professor at Mahindra University in Hyderabad, India, will conduct a meta-analysis of existing AI applications, research, reports, and case studies demonstrating the direct or indirect impact of AI on temperatures, as part of SDG 13 on climate action. The will involve examining AI interventions across various temperature regulation and climate change mitigation domains, including energy management and industry, as well as the role of AI in temperature and heat hazard forecasting. A regression study, a cost benefit analysis, and a policy study will then estimate the projected benefits or disadvantages of AI in heat mitigation in the future."
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/4,2024,intro,Evaluating Impact and Scaling Progress through Multi-Stakeholder Partnerships,15000.0,"Sumaya Adan, an Oxford Martin AI Initiative researcher from Kenya, asks ‘How has AI impacted SDG 1, poverty alleviation in low-resource contexts, over the past decade, and what lessons can inform prioritising and scaling AI solutions through public-private-people partnerships to accelerate progress by 2030?’ To answer these questions, Adan will develop a framework of relevant AI capabilities, review low-resource, AI-based poverty alleviation interventions between 2010-2020, identify key success factors, challenges and unintended consequences, and engage diverse stakeholders. She will then develop a set of plausible scenarios for the future of AI in poverty alleviation, assess the potential interactions and dependencies between AI capabilities, SDG 1 targets, and external factors, identify the most promising AI applications and partnership models for accelerating progress, and recommend policies for scaling them."
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/5,2024,intro,Evaluating the Impact of Artificial Intelligence on Health Outcomes in Nigeria,15000.0,"A team at the Nigerian Academy of Science (NAS) led by Oladoyin Odubanjo will conduct a consensus study aimed at exploring the current applications of AI in Nigerian healthcare, their benefits and side effects, ethical, regulatory and legal issues, and how AI can be explored in the near future to bring about improved health outcomes in Nigeria. An expert panel will then review the evidence as to how AI can accelerate or inhibit the attainment of universal health coverage, and advise the health sector accordingly."
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/6,2024,intro,Maternal Mortality impacts of AI,15000.0,"Nicholas Ngepah, a professor at the African Institute for Inclusive Growth from Cameroon, will assess how AI is helping to achieve SDG Target 3.1, on the reduction of maternal mortality, through the early detection of pregnancy-related complications and the improvement of maternal healthcare access in low-income countries. After analysing AI’s impact across different maternal mortality distribution quantiles from 2000-2022, Ngepah will then project future scenarios for varying levels of AI adoption."
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/7,2024,intro,The future of work and inequality: How AI is shaping labor market dynamics and its impact on poverty,15000.0,"Researchers at the Universidad del Rosario in Bogotá, Colombia aims to address the heterogeneities of AI integration between and within countries, and examine how AI adoption affects poverty through an analysis of labor market dynamics in Colombia, a developing country with high unemployment and informality rates. Once the level of AI exposure for different occupations is identified, a temporal analysis from 2018 to 2023 will be conducted to assess the evolution of occupational structures and diagnose to what extent AI generates, complements and substitutes jobs. Households of workers will then be characterised based on their level of AI exposure and other sociodemographic characteristics to evaluate their impact on total incomes, before projecting these findings forward to 2030."
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/8,2024,intro,The Impact of AI on Health,15000.0,"Surafel Tilahun, researcher at the Addis Ababa Science and Technology University, will employ a combination of quantitative metrics, qualitative assessments, and stakeholder perspectives, including data from the Ethiopian ministry of health, to assess and project the nature of AI's impact on key aspects of SDG 3, including healthy pregnancies, healthy childhoods, and monitoring of universal health coverage (UHC). The challenges arising from data issues, bias issues, ethics issues and more will be explored with possible mitigation approaches, taking into account broader regional and global experiences of AI utilisation and policy in this field."
impact-of-ai-on-sdgs,fli/impact-of-ai-on-sdgs/9,2024,intro,The Role of AI in Reducing Maternal Mortality: Current Impacts and Future Potentials,15000.0,"A study from Kibabii University, Kenya led by Patrick Owoche will explore the role of AI in enhancing maternal healthcare (MH), to determine how has AI contributed to the reduction of maternal mortality rates (MMR), which fall under SDG Target 3.1. The study will pinpoint and evaluate the specific AI applications that have shown the greatest efficacy, from predictive analytics for forecasting health complications to AI-powered tele-health services that broaden care accessibility. It will also address the challenges and limitations of AI technology deployment in healthcare such as ethical dilemmas, data privacy issues, the necessity for vast and accurate training datasets, and the integration challenges within existing healthcare frameworks as well as cost factors. Trend analysis and predictive modelling will then project future potential up to 2030. Results Here is a selection of results from this grant program: Assessing the Unequal Impacts of AI on the Colombian Labor Market, by Andrés Garcia-Suaza and colleagues.  Download An AI-driven Observatory Against Poverty, by J. Pita Costa and colleagues.  Download The impact of artificial intelligence (AI) on maternal mortality: Evidence from global, developed and developing countries, by Nicholas Ngepah and colleagues.  Download The Role of AI in Reducing Maternal Mortality - Current Impacts and Future Potentials, by Patrick Owoche and colleagues.  Download Artificial Intelligence in Climate Resilience: Evaluating Contributions to SDG 13, by Reeta Sharma.  Download Scaling AI Solutions for Poverty Reduction: A Cross-Sectoral Analysis of Implementation Success Factors and Barriers (2010-2020), by Sumaya Nur Adan.  Download Assessing the role of AI in Heat Mitigation and Adaptation, by Surekha Tetali.  Download AI and Education on Climate Change Mitigation - From King Midas Problem to a Golden Opportunity?, by Uros Cemalovic.  Download Request for Proposal I. Background on FLI The Future of Life Institute (FLI) is an inde"
mitigate-ai-driven-power-concentration,fli/mitigate-ai-driven-power-concentration/0,2024,assumed,Bulletin of the Atomic Scientists,315975.0,"The Bulletin of the Atomic Scientists will produce articles investigating how AI developers gain influence and power in politics, information control, and military systems."
mitigate-ai-driven-power-concentration,fli/mitigate-ai-driven-power-concentration/1,2024,assumed,CalMatters,350000.0,CalMatters + The Markup will publish investigative projects exploring who controls AI development and its effects. They will create datasets that map patterns of influence and control in AI development and expand their  Digital Democracy  tools to track campaign contributions and lobbying efforts from AI companies to show how these organizations shape legislation.
mitigate-ai-driven-power-concentration,fli/mitigate-ai-driven-power-concentration/2,2024,assumed,Cambridge Existential Risk Initiative,157565.0,"This project will develop a risk index measuring how AI enables power concentration across all types of governments. The team will create a framework for measuring authoritarian AI risks and documenting AI's role in autocratization. Their work will include research on the full spectrum of political systems, including mature democracies."
mitigate-ai-driven-power-concentration,fli/mitigate-ai-driven-power-concentration/3,2024,assumed,Center for AI Safety (CAIS),500000.0,"AI development requires massive resources that create high barriers to entry, concentrating economic power among a few organizations and corporations. Open-sourcing AI models could democratize access, but this approach carries risks; safeguards can be  easily removed from models through fine-tuning, potentially enabling misuse. Building on  previous work , CAIS will create a Request for Proposals soliciting research on tamper-resistant safeguards for open-weight language models. Project title Center for Collective Intelligence Design Amount recommended $460,096.00 Primary investigator Kathy Peach No details available Project title Collective Intelligence Project Amount recommended $400,000.00 Primary investigator Joal Stein No details available Project title Convergence Analysis Amount recommended $280,000.00 Primary investigator David Kristoffersson No details available"
mitigate-ai-driven-power-concentration,fli/mitigate-ai-driven-power-concentration/4,2024,assumed,Formation Research,80300.0,"AI development risks creating scenarios where power structures become permanently fixed or ""locked in"" for long periods. Formation Research will create a predictive model to forecast the probability of different lock-in scenarios, construct and prioritize specific threat models, and develop interventions. They will build an evaluation framework and benchmark for assessing the lock-in risk of AI systems."
mitigate-ai-driven-power-concentration,fli/mitigate-ai-driven-power-concentration/5,2024,assumed,Institute for Security and Technology,242981.0,"Guidance for how agencies like the Federal Trade Commission, Department of Justice, and Department of Defense should balance competition concerns with national security implications when making antitrust decisions related to AI companies and systems is currently inadequate. The Institute for Security and Technology (IST), working with the Institute for Law & AI (LawAI), will create a framework to determine when and how federal agencies should consider national security concerns in AI-related antitrust enforcement."
mitigate-ai-driven-power-concentration,fli/mitigate-ai-driven-power-concentration/6,2024,assumed,Mila,446762.0,"AI systems can manipulate public discourse, particularly in pre-election social media discussions. Those controlling manipulation capabilities and platforms they are deployed onto can disproportionately influence democratic processes and social decision-making. Mila will create simulations of social contexts with a critical need for robustness to test defenses against AI-powered manipulation."
mitigate-ai-driven-power-concentration,fli/mitigate-ai-driven-power-concentration/7,2024,assumed,OpenMined Foundation,1661750.0,"AI companies depend on millions of data sources to train their models. Many data providers (news organizations, research institutions, content platforms) are taking  defensive measures like filing lawsuits or restricting access, but lack the infrastructure to maintain control or receive compensation. At the same time, AI companies build billion-dollar valuations from their data. OpenMined will create a proof-of-concept demonstrating federated infrastructure where data providers control their content while receiving per-query payments. Data providers will host content, process queries locally, and maintain decision rights over usage. Project title Peace Research and Education Program Amount recommended $350,000.00 Primary investigator Marine Ragnet No details available"
mitigate-ai-driven-power-concentration,fli/mitigate-ai-driven-power-concentration/8,2024,assumed,Project Libertas,395600.0,"This project will review laws and programs related to AI-enabled mass surveillance. Through literature review and expert interviews, they will integrate findings across terrorism studies, security research, and emergency powers research. The work will map the most likely scenarios for AI-enabled power concentration, identifying specific vulnerabilities in current governance systems and potential interventions that could prevent or limit abuses. Request for Proposal I. FLI launching new grants to oppose and mitigate AI-driven power concentration AI development is on course to concentrate power within a small number of groups, organizations, corporations, and individuals. Whether this entails the hoarding of resources, media control, or political authority, such concentration would be disastrous for everyone. We risk governments tyrannising with Orwellian surveillance, corporate monopolies crushing economic freedom, and rampant decision automation subverting meaningful individual agency. To combat these threats, FLI is launching a new grants program of up to $4M to support projects that work to mitigate the dangers of AI-driven power concentration and move towards a better world of meaningful human agency. Apply Here II. FLI’s position on power concentration The ungoverned  acceleration of AI development is on course to  concentrate further the bulk of power amongst a  very small number of organizations, corporations, and individuals . This would be disastrous for everyone. Power here could mean several things. It could mean the ownership of a decisive proportion of the world’s  financial ,  labor or  material resources , or at least the ability to exploit them. It could be control of  public attention ,  media narratives , or the  algorithms that decide what information we receive . It could simply be a  firm grip on political authority. Historically, power has entailed some combination of all three. A world where the transformative capabilities of AI are rolled out "
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/0,2025,assumed,AI Objectives Institute,206000.0,Support for work with labor unions through their Talk to the City (T3C) platform.
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/1,2025,assumed,Blueprint for Free Speech,345000.0,"Support to mobilize trade unions in Germany (Ver.di, IG Metall) and Greece (GSEE, ADEDY) to defend workers and society against AI misuse."
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/2,2025,assumed,Common Sense Media,500000.0,"Support for ""Building Parent Power for AI Safety,"" which investigates children's AI usage concerns, develops safety resources, and drives legislative and corporate AI safety actions."
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/3,2025,assumed,Economic Security Project Inc.,500000.0,Support for a project in Sacramento California to challenge Big Tech's dominance and advocate for public-serving technology governance through strategic policy fights and coalition building.
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/4,2025,assumed,Ekō,500000.0,Support for an AI Corporate Accountability Hub.
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/5,2025,assumed,Evitable,100000.0,Support for their work to prevent superintelligence advancement and normalize an international AI scaling moratorium.
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/6,2025,assumed,Institute for Security and Technology (IST),484050.0,Support for a collaboration between the Institute for Security and Technology and AI and Faith to develop educational resources helping religious communities understand the ethical implications of AI development.
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/7,2025,assumed,International Nuclear Heuristics Research (INHR),150000.0,Support for a U.S.-China-EU AI Safety Dialogue project aimed at developing comprehensive AI military safety policy recommendations.
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/8,2025,assumed,Mindstream Project Ltd.,60000.0,"Support for the """"Engaged Buddhists for Responsible AI Initiative"""" to map the Buddhist landscape's potential for AI safety engagement."
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/9,2025,assumed,National Association of Voice Actors,300000.0,Support for a Global Creatives AI Summit focusing on the impact of AI on the creative economy and promoting humans at the center of art and creativity.
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/10,2025,assumed,Palisade Research,500000.0,Support for raising awareness about potential strategic risks from superhuman AI systems.
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/11,2025,assumed,PauseAI US,200000.0,"Support to raise public awareness and build community engagement for responsible AI development, emphasizing the message: ""Don't build powerful AI systems until we know how to keep them safe."""
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/12,2025,assumed,Stichting PauseAI,500000.0,Support for the Catalyst Project to train university students and workers in AI-disrupted fields to build grassroots organizing networks.
multistakeholder-engagement-for-safe-and-prosperous-ai,fli/multistakeholder-engagement-for-safe-and-prosperous-ai/13,2025,assumed,Young People’s Alliance Education Fund,498114.0,"Support for a bipartisan youth-led AI framework and building a civil society coalition. Request for Proposal In summary, this grant program: Seeks to fund projects that either: Educate and engage specific stakeholder groups on AI issues; Deliver grassroots outreach and organization with the public. Projects funded are likely to be in the $100k-$500k range, and the total value of the grant program will be up to $5M. Projects can be funded for up to three years in duration. Multi-year grant applications are welcome, but if approved, only the first year will be officially awarded and payed out initially, with future payments contingent on satisfactory progress. Individuals, groups or entities working in academic and other non-profit institutions are eligible (if you are not affiliated with a non-profit institution, there are many fiscal sponsors that can help administer your grant). Anybody can apply, but applications must be in English. There is an  open call for Letters of Intent (LOI). The deadline for these LOI is  Tuesday, February 4, 2025 at 11:59pm Eastern Time. This must include: A 200-word project summary; A 200-word impact statement; A 200-word statement on track record. Applicants will be informed by Monday, February 24, 2025 if they are invited to submit a full proposal. See below for our project priorities and full eligibility criteria. Please direct any questions about this grant program to grants@futureoflife.org. I. Summary According to leading experts and the CEOs of AI corporations, capability advancements over next five years will see the creation of incredibly powerful systems—systems that outpace humans at virtually every task. It is almost certain that these will completely transform our society, our economy, and our very lives, for better or worse. Polls repeatedly reveal that industry, different communities, civil society, and the general public are rightly alarmed at the scale and speed of this transformation, and are anxious to make sure that "
nuclear-war-research,fli/nuclear-war-research/0,2022,assumed,Advanced ensemble projections for indirect impacts of nuclear war in global food systems,462024.0,
nuclear-war-research,fli/nuclear-war-research/1,2022,assumed,Constraining Nuclear War Fire Emissions and their Impacts on the Climate System,450000.0,
nuclear-war-research,fli/nuclear-war-research/2,2022,assumed,Halogen-catalyzed reactions on smoke destroy the ozone layer after regional nuclear war,283857.0,"The potential destruction of the ozone layer by nuclear war poses grave dangers to humanity and ecosystems. In addition to direct effects on surface climate, previous studies of regional scale nuclear exchanges and associated fires have considered how injection of reactive nitrogen and smoke heating could deplete stratospheric ozone. However, studies of urban fires provide evidence for substantial emissions of chlorine, bromine and possibly iodine compounds (for example, from the burning of plastics, flame retardants, home insulation, medical materials, etc.). We propose to evaluate how much these potent ozone-destroying chemicals would add to current estimates of ozone loss following nuclear exchanges. Further, new studies in our group have altered the fundamental understanding of atmospheric chemistry impacts of fire smoke, and are highly likely to increase expected stratospheric ozone losses following nuclear war from these emissions. We have shown that greatly enhanced solubility of hydrochloric acid in oxidized organic smoke particles enhances chlorine-catalyzed ozone destruction. While the Antarctic ozone hole is currently slated to recover by the 2060s, we will probe the extent to which a nuclear exchange could not only bring it back but make it global, i.e., reversing one of humanity's great environmental achievements and driving widespread devastation."
nuclear-war-research,fli/nuclear-war-research/3,2022,assumed,Impacts of Nuclear War on Agriculture and Global Food Security,500000.0,
nuclear-war-research,fli/nuclear-war-research/4,2022,assumed,Improving the representation of crop production losses due to nuclear conflict (CODEC),500000.0,
nuclear-war-research,fli/nuclear-war-research/5,2022,assumed,StratospHeric aerosol Impacts under Various nuclEaR conflict scenarios (SHIVER),272000.0,
nuclear-war-research,fli/nuclear-war-research/6,2022,assumed,Studies of Environmental Impacts of Nuclear Conflicts,500000.0,
nuclear-war-research,fli/nuclear-war-research/7,2022,assumed,TARGETMAP: A Tool for Generating Nuclear War Scenarios,144992.0,
nuclear-war-research,fli/nuclear-war-research/8,2022,assumed,The cascading impacts of postnuclear ultraviolet radiation on photosynthesizers in the Earth system,494534.0,
nuclear-war-research,fli/nuclear-war-research/9,2022,assumed,WUDAPT-based framework for numerical simulations of nuclear urban fires and pyroconvective plumes,450127.0,
rfp-on-religious-projects,fli/rfp-on-religious-projects/0,2025,assumed,American Shield,56980.0,"This project will create media resources and offer monthly online sessions to engage Presbyterian and other Christian clergy, theologians, and church congregations in the United States on a range of AI impacts, from child safety to existential questions."
rfp-on-religious-projects,fli/rfp-on-religious-projects/1,2025,assumed,Facta est Lux,50000.0,"Eastern Orthodox scholars - from the Ecumenical Patriarchate, and Serbian, Romanian, Bulgarian, and Polish Orthodox Churches - will examine AI's impact on human persons, children, and family."
rfp-on-religious-projects,fli/rfp-on-religious-projects/2,2025,assumed,Faith Matters,125000.0,"This project will support the Latter-day Saint hosted Organized Intelligence conference on AI for Human Flourishing, work towards a Magna Carta of AI, and seed a new Multifaith AI Council in Utah."
rfp-on-religious-projects,fli/rfp-on-religious-projects/3,2025,assumed,Gospel Coalition,200000.0,"The Gospel Coalition, a leading evangelical Christian website, will address theologically sound use of AI in its “Silicon Spiritualities” podcast, Keller Center Annual Fellows retreat, TGC Women’s Conference, and ministry leader training sessions."
rfp-on-religious-projects,fli/rfp-on-religious-projects/4,2025,assumed,Greek Orthodox Archdiocese of America,105000.0,"Orthodox Christian scholars and church leaders will offer a perspective on AI grounded in Orthodox theology, Scripture, Tradition, and the Patristics. Their work, emphasizing human dignity and moral boundaries, will provide education and formation for the faithful."
rfp-on-religious-projects,fli/rfp-on-religious-projects/5,2025,assumed,IBA Karachi,50000.0,This initiative in Pakistan will bridge traditional Islamic knowledge with contemporary technological insights to provide ethical guidance and social-moral implications on AI's future development and impact.
rfp-on-religious-projects,fli/rfp-on-religious-projects/6,2025,assumed,ILINA Project,90671.0,The African Faith & AI Initiative focuses on engaging religious leaders from Christianity and Islam in addressing AI challenges and equipping them to respond in their own contexts.
rfp-on-religious-projects,fli/rfp-on-religious-projects/7,2025,assumed,Impact Academy,201105.0,"Based in India, this initiative will create pro-human AI visions, establish moral boundaries for AI development, and generate a consensus statement reflecting the perspectives of Hinduism and Indian spirituality more broadly."
rfp-on-religious-projects,fli/rfp-on-religious-projects/8,2025,assumed,Lausanne Movement,50000.0,This project seeks to engage evangelical Christian leadership in critical discussions about AI development and provide moral guidance on emerging technologies for the worldwide evangelical movement.
rfp-on-religious-projects,fli/rfp-on-religious-projects/9,2025,assumed,MOUATANA,128970.0,"A coalition of Islamic scholars from across the Middle East and North Africa will produce a declaration on Islamic principles for AI, enhance religious leadership's technological understanding, provide moral guidance for Muslim communities, and contribute to global AI discourse."
rfp-on-religious-projects,fli/rfp-on-religious-projects/10,2025,assumed,New Polity,100000.0,"New Polity, a leading Catholic media organisation in the United States, will host a landmark event in the US capital to celebrate “Magnificent Humanity” and unite Catholics opposed to inhuman powerful AI serving an unjust technocratic paradigm."
rfp-on-religious-projects,fli/rfp-on-religious-projects/11,2025,assumed,Project Imago Dei,47500.0,This project will educate evangelical Christian churches in the US about AI's current capabilities and potential risks by means of small-group sessions and a media presence.
rfp-on-religious-projects,fli/rfp-on-religious-projects/12,2025,assumed,Sinai and Synapses,100000.0,"This Reform Jewish project will inform rabbis on AI, examine social justice impacts and political education opportunities, and plan interfaith partnerships to promote a human future."
rfp-on-religious-projects,fli/rfp-on-religious-projects/13,2025,assumed,The World Council of Churches,100000.0,This network of around 350 Christian churches from over 120 countries will establish key red lines for AI and aim to guide global AI governance that mitigates the risks of advanced AI and democratises its benefits.
