grant_id,method,confidence,basis
fli/2015-grant-program/6,X.research-theory,medium,conceptual work on counterfactual human oversight
fli/2015-grant-program/7,X.forecasting,medium,strategy research on AI safety priorities
fli/2015-grant-program/8,X.research-empirical,medium,program synthesis for valid AI behaviour
fli/2015-grant-program/9,X.forecasting,high,modelling pathways to superintelligence
fli/2018-grant-program/0,X.research-empirical,medium,safe robot behaviour from moral feedback
fli/2018-grant-program/1,X.research-empirical,medium,factored cognition scalable oversight research
fli/2018-grant-program/2,1.2,high,GovAI governance of AI programme
fli/2018-grant-program/3,X.research-theory,medium,game theory of AI race safety agreements
fli/2018-grant-program/4,X.research-theory,low,conceptual analysis of AGI paradigms and risks
fli/2018-grant-program/5,X.research-theory,medium,theory of cooperation between agents
fli/2018-grant-program/6,X.research-theory,medium,verification of human-AI systems
fli/2018-grant-program/7,X.research-theory,high,formal control problem for universal AI
fli/2018-grant-program/8,X.research-theory,high,utility function theory for AGI
fli/2018-grant-program/9,2.2,medium,multi-agent inverse reinforcement learning value alignment
fli/2021-grants/0,X.advocacy-comms,medium,news platform for better public understanding
fli/2021-grants/1,1.2,medium,The Future Society AI governance
fli/2022-grants/1,X.talent-community,high,AI policy fellowship training programme
fli/2022-grants/2,X.forecasting,medium,CSER existential risk strategy research centre
fli/2022-grants/3,X.advocacy-comms,high,entertainment industry storylines on AI risk
fli/2023-grants/0,X.forecasting,high,AI Impacts strategy and forecasting research
fli/2023-grants/1,1.7,low,collective deliberation tools for stakeholder input
fli/2023-grants/10,X.research-empirical,medium,Ought process supervision research
fli/2023-grants/11,X.forecasting,medium,US-China great power competition strategy research
fli/2023-grants/12,X.research-empirical,high,Redwood applied alignment research
fli/2023-grants/13,1.2,medium,The Future Society AI governance
fli/2023-grants/14,X.talent-community,high,fellowships and courses on existential risk
fli/2023-grants/15,X.talent-community,high,AI policy fellowship training programme
fli/2023-grants/2,3.1,high,ARC Evals dangerous capability evaluations
fli/2023-grants/3,X.research-theory,medium,supporting CHAI provably beneficial AI research
fli/2023-grants/4,X.advocacy-comms,medium,CAIS equipping policymakers to manage AI risk
fli/2023-grants/5,X.advocacy-comms,high,AI policy messaging and communications
fli/2023-grants/6,1.2,high,CLTR extreme risk governance think tank
fli/2023-grants/7,1.7,medium,alignment assemblies for stakeholder input on governance
fli/2023-grants/8,X.research-empirical,medium,FAR AI neglected empirical safety agendas
fli/2024-grants/0,X.advocacy-comms,high,youth mobilisation of policymakers and public
fli/2024-grants/1,X.forecasting,medium,research on AI and global security risks
fli/2024-grants/2,X.talent-community,medium,association building research community and understanding
fli/2024-grants/3,X.advocacy-comms,high,grants for journalists reporting on AI
fli/2024-grants/5,X.forecasting,medium,economics of transformative AI research
fli/2025-grants/0,X.advocacy-comms,high,investigative journalism on AI ecosystem
fli/2025-grants/1,1.2,medium,AI risk management research and advocacy
fli/2025-grants/2,X.advocacy-comms,medium,faith community engagement on AI ethics
fli/2025-grants/4,X.advocacy-comms,medium,pro-family advocacy on AI development
fli/2025-grants/5,X.talent-community,medium,association building research community and understanding
fli/2025-grants/6,X.talent-community,high,European AI policy fellowship
fli/global-institutions-governing-ai/0,1.2,medium,proposed global AGI governance agency
fli/global-institutions-governing-ai/1,1.2,medium,fair trade style certification for AGI
fli/global-institutions-governing-ai/2,1.2,medium,international compute monitoring and verification agency
fli/global-institutions-governing-ai/3,1.2,medium,treaty prohibiting misaligned AGI
fli/global-institutions-governing-ai/4,1.2,medium,treaty institution enforcing AGI moratorium
fli/global-institutions-governing-ai/5,1.2,low,network of public safety-focused AI labs
fli/impact-of-ai-on-sdgs/0,1.7,medium,assessing AI impact on climate education SDG
fli/impact-of-ai-on-sdgs/1,1.7,medium,assessing AI impact on climate resilience SDG
fli/impact-of-ai-on-sdgs/2,1.7,medium,assessing AI impact on poverty SDG
fli/impact-of-ai-on-sdgs/3,1.7,medium,assessing AI impact on heat mitigation SDG
fli/impact-of-ai-on-sdgs/4,1.7,medium,assessing AI impact on poverty alleviation partnerships
fli/impact-of-ai-on-sdgs/5,1.7,medium,assessing AI impact on health outcomes Nigeria
fli/impact-of-ai-on-sdgs/6,1.7,medium,assessing AI impact on maternal mortality SDG
fli/impact-of-ai-on-sdgs/7,1.7,medium,assessing AI impact on labour markets and poverty
fli/impact-of-ai-on-sdgs/8,1.7,medium,assessing AI impact on health SDG
fli/impact-of-ai-on-sdgs/9,1.7,medium,assessing AI role in maternal mortality reduction
fli/mitigate-ai-driven-power-concentration/0,X.advocacy-comms,high,journalism on AI developer power and influence
fli/mitigate-ai-driven-power-concentration/1,X.advocacy-comms,high,investigative reporting and lobbying trackers
fli/mitigate-ai-driven-power-concentration/2,1.7,medium,index measuring AI enabled power concentration
fli/mitigate-ai-driven-power-concentration/3,2.3,high,tamper-resistant safeguards for open-weight models
fli/mitigate-ai-driven-power-concentration/4,X.forecasting,medium,forecasting lock-in scenarios and threat models
fli/mitigate-ai-driven-power-concentration/5,1.2,low,antitrust and national security policy framework
fli/mitigate-ai-driven-power-concentration/6,X.research-empirical,medium,simulated defences against AI-powered manipulation
fli/mitigate-ai-driven-power-concentration/7,3.2,medium,federated data control and compensation infrastructure
fli/mitigate-ai-driven-power-concentration/8,X.forecasting,medium,scenario mapping of AI-enabled surveillance power
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/0,X.advocacy-comms,medium,engaging labor unions via deliberation platform
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/1,X.advocacy-comms,high,mobilising trade unions against AI misuse
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/10,X.advocacy-comms,high,raising awareness of superhuman AI risks
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/11,X.advocacy-comms,high,public awareness campaign for pausing AI
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/12,X.advocacy-comms,high,grassroots organising networks training
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/13,X.advocacy-comms,high,youth-led AI framework and civil society coalition
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/2,X.advocacy-comms,high,parent mobilisation for AI safety
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/3,X.advocacy-comms,high,coalition building against Big Tech dominance
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/4,X.advocacy-comms,high,AI corporate accountability campaign hub
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/5,X.advocacy-comms,high,campaign to normalise AI scaling moratorium
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/6,X.advocacy-comms,high,educational resources for religious communities
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/7,1.2,medium,international dialogue on military AI safety policy
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/8,X.advocacy-comms,high,Buddhist community engagement on AI safety
fli/multistakeholder-engagement-for-safe-and-prosperous-ai/9,X.advocacy-comms,high,summit on AI and creative economy
fli/rfp-on-religious-projects/0,X.advocacy-comms,high,media outreach to Christian clergy on AI
fli/rfp-on-religious-projects/1,X.advocacy-comms,high,Orthodox scholars examining AI impacts
fli/rfp-on-religious-projects/10,X.advocacy-comms,high,Catholic event opposing inhuman powerful AI
fli/rfp-on-religious-projects/11,X.advocacy-comms,high,educating evangelical churches about AI risks
fli/rfp-on-religious-projects/12,X.advocacy-comms,high,informing rabbis and interfaith partnerships on AI
fli/rfp-on-religious-projects/13,X.advocacy-comms,medium,church network advocating red lines for AI
fli/rfp-on-religious-projects/14,X.advocacy-comms,high,helping Catholic leaders understand AI developments
fli/rfp-on-religious-projects/15,X.advocacy-comms,high,curriculum educating pastors on social AI
fli/rfp-on-religious-projects/2,X.advocacy-comms,high,faith conference and multifaith AI council
fli/rfp-on-religious-projects/3,X.advocacy-comms,high,evangelical podcast and ministry training on AI
fli/rfp-on-religious-projects/4,X.advocacy-comms,high,Orthodox education on AI and human dignity
fli/rfp-on-religious-projects/5,X.advocacy-comms,high,Islamic ethical guidance on AI development
fli/rfp-on-religious-projects/6,X.advocacy-comms,high,engaging African religious leaders on AI
fli/rfp-on-religious-projects/7,X.advocacy-comms,high,consensus statement from Hindu and Indian perspectives
fli/rfp-on-religious-projects/8,X.advocacy-comms,high,engaging evangelical leadership on AI development
fli/rfp-on-religious-projects/9,X.advocacy-comms,high,Islamic scholars declaration on AI principles
grants-10487-0,X.forecasting,high,research on trends in machine learning
grants-10638-0,X.talent-community,high,80000 Hours career advice
grants-10640-0,X.talent-community,medium,marketing of career advice
grants-10659-0,X.forecasting,high,AI Impacts forecasting and analysis
grants-10671-0,X.talent-community,high,SERI summer research fellowships
grants-10681-0,X.forecasting,high,Epoch AI trends forecasting
grants-1069-0,X.talent-community,high,research scholars programs
grants-1070-0,X.research-empirical,high,robustness research
grants-1075-0,X.none,high,farm animal welfare unrelated to AI
grants-1091-0,X.talent-community,medium,AI policy training programme
grants-10947-0,1.2,medium,AI governance policy work at think tank
grants-10980-0,X.talent-community,high,debate camp fellowship
grants-1099-0,X.research-empirical,medium,Krueger academic machine learning safety research
grants-11119-0,1.2,medium,AI standards work at BERI
grants-11122-0,1.2,medium,AI standards work at CLTC
grants-1119-0,X.research-empirical,high,adversarial robustness research
grants-1130-0,X.research-empirical,high,adversarial robustness research
grants-11399-0,X.research-empirical,medium,language model alignment research
grants-1140-0,X.research-empirical,low,general machine learning research grant
grants-11404-0,X.research-theory,low,alignment research with formal methods group
grants-11418-0,X.research-empirical,high,Redwood empirical control research
grants-11423-0,X.research-empirical,high,language model misalignment research
grants-11521-0,X.research-empirical,low,unspecified AI alignment research projects
grants-1153-0,X.talent-community,high,Open Phil AI PhD fellowship class
grants-11530-0,X.talent-community,high,university AI safety office and student group
grants-1154-0,X.research-empirical,high,adversarial robustness research
grants-1155-0,X.research-empirical,high,adversarial robustness research
grants-11552-0,X.talent-community,high,SERI MATS scholar programme
grants-1156-0,X.research-empirical,high,adversarial robustness research
grants-11744-0,X.research-empirical,medium,deep learning alignment project expenses
grants-11794-0,X.talent-community,high,AI safety hub startup costs
grants-11865-0,X.none,low,security clearances report not AI control
grants-11929-0,1.2,high,GovAI governance research assistant
grants-11967-0,X.talent-community,high,BlueDot courses
grants-12027-0,X.talent-community,medium,BERI operational support for xrisk groups
grants-12040-0,1.2,medium,compute governance strategy workshop at GovAI
grants-1210-0,X.research-empirical,medium,CHAI general support
grants-1219-0,2.1,medium,machine learning security risk analysis
grants-12198-0,X.forecasting,high,AI Index tracking AI progress
grants-12215-0,X.talent-community,high,Lightcone infrastructure and community
grants-1226-0,1.2,medium,CSET AI policy and security research
grants-1241-0,X.forecasting,high,AI Impacts forecasting
grants-12437-0,X.forecasting,low,tracking foundation model landscape
grants-12441-0,X.advocacy-comms,high,independent AI journalism
grants-12465-0,X.research-interp,high,large language model interpretability research
grants-1248-0,X.forecasting,high,AI progress trends and impacts research
grants-1252-0,X.advocacy-comms,medium,FLI outreach and campaigns
grants-12567-0,X.talent-community,high,Oxford AI safety student hub
grants-12571-0,X.talent-community,medium,AI policy training programme
grants-12588-0,X.talent-community,high,SERI MATS scholars training programme
grants-12624-0,1.2,low,consensus study on safety-critical ML
grants-12651-0,X.research-empirical,medium,academic alignment research group
grants-12666-0,X.research-empirical,medium,empirical alignment research group
grants-12686-0,X.research-empirical,high,adversarial examples research
grants-12691-0,X.forecasting,low,think tank research on militarised AI risks
grants-1284-0,1.2,low,CNAS AI and security policy projects
grants-12879-0,X.research-empirical,medium,alignment research collaboration with Krueger
grants-12902-0,X.research-empirical,medium,independent empirical alignment research
grants-1293-0,1.2,medium,think tank AI governance projects
grants-12940-0,X.research-empirical,medium,CAIS general support empirical safety research
grants-1296-0,1.7,medium,participatory ML stakeholder engagement workshop
grants-1303-0,X.forecasting,low,AI accident risk and technology competition consulting
grants-13061-0,3.1,medium,inverse scaling prize benchmark competition
grants-13066-0,X.research-empirical,low,language model security and trojan research
grants-13069-0,X.talent-community,medium,AI risk workshop
grants-1307-0,X.forecasting,medium,AI accident risk and technology competition strategy
grants-13072-0,X.talent-community,high,policy fellowship placement
grants-13075-0,X.talent-community,medium,policy fellowship placements at Georgetown
grants-1309-0,X.forecasting,low,AI accident risk and technology competition strategy
grants-13138-0,X.talent-community,high,technology policy fellowship cohort
grants-13177-0,X.talent-community,high,student AI safety labs programme
grants-13184-0,X.forecasting,low,FHI operations; strategy research org
grants-13188-0,X.talent-community,high,MATS scholars programme via BERI
grants-13306-0,X.talent-community,high,AI alignment bootcamp
grants-13309-0,X.research-empirical,low,academic AI safety research collaboration
grants-13312-0,X.research-interp,high,interpretability research at FAR AI
grants-13355-0,X.talent-community,high,SERI MATS training programme
grants-13374-0,X.research-empirical,medium,FAR AI general support empirical safety research
grants-13392-0,X.talent-community,high,SERI MATS programme in London
grants-13409-0,X.research-empirical,medium,academic AI alignment research
grants-13455-0,X.talent-community,medium,university course development
grants-13459-0,X.talent-community,high,alignment hackathons
grants-13462-0,X.talent-community,medium,student field-building programs
grants-13498-0,X.research-empirical,high,adversarial robustness research
grants-1352-0,X.advocacy-comms,medium,AI policy seminar series for policymakers
grants-13553-0,X.talent-community,high,80000 Hours career advice
grants-13563-0,4.3,high,AI incident database
grants-13593-0,X.talent-community,high,fellowship and conference prizes
grants-1364-0,X.research-empirical,high,paper on machine learning robustness
grants-13663-0,X.forecasting,medium,Arb Research does forecasting and meta-research consulting
grants-13696-0,1.2,medium,AI policy development at the OECD
grants-13730-0,X.talent-community,high,career advising
grants-1374-0,X.talent-community,high,research scholars programme
grants-13744-0,X.talent-community,high,office space for alignment student initiative
grants-13763-0,X.research-theory,low,academic AI safety research grant
grants-13766-0,X.talent-community,medium,university course development on law and AI
grants-1381-0,1.2,high,GovAI general support governance research
grants-1393-0,X.talent-community,medium,conference paper awards
grants-13983-0,X.research-theory,medium,ARC theoretical alignment research
grants-14133-0,X.research-interp,high,interpretability research
grants-14136-0,X.talent-community,high,machine learning bootcamps
grants-14147-0,X.forecasting,high,Epoch worldview and AI progress investigations
grants-14159-0,X.talent-community,high,AI safety summer fellowship
grants-14198-0,X.research-interp,high,interpretability research at Leap Labs
grants-14235-0,X.research-theory,low,academic alignment research on logic and agents
grants-14336-0,X.talent-community,high,office space hub for safety researchers
grants-1434-0,X.advocacy-comms,low,convening decision-makers on AI governance
grants-14425-0,X.research-empirical,low,situational awareness research
grants-14429-0,X.research-empirical,high,adversarial robustness research
grants-14438-0,X.research-empirical,medium,NSF safe learning-enabled systems programme
grants-14449-0,X.talent-community,medium,AI governance workshop
grants-14452-0,X.research-interp,high,AI interpretability research
grants-14470-0,X.forecasting,high,Epoch general support forecasting AI trends
grants-14474-0,X.talent-community,high,machine learning self-study
grants-1448-0,X.talent-community,high,LessWrong community platform
grants-1453-0,X.talent-community,high,AI fellowship class for PhD students
grants-14643-0,X.talent-community,high,summer research fellowship
grants-14649-0,1.2,medium,AI governance research at Rethink Priorities
grants-14715-0,X.forecasting,high,forecasting review on power-seeking AI
grants-14719-0,X.talent-community,high,ARENA technical training programme
grants-14725-0,X.talent-community,high,AI safety retreat
grants-14737-0,X.talent-community,medium,marketing of career advice
grants-1479-0,X.forecasting,medium,neural network scaling and performance research
grants-14823-0,X.talent-community,medium,policy fellowship placements
grants-14826-0,X.talent-community,medium,developing philosophy of AI course
grants-14836-0,X.research-empirical,low,independent alignment research without stated method
grants-14842-0,X.talent-community,high,student AI safety labs programme
grants-1485-0,X.talent-community,medium,funding new DPhil positions
grants-14860-0,X.talent-community,high,AI safety field building programme
grants-14920-0,X.talent-community,high,80000 Hours career advice
grants-14951-0,X.talent-community,medium,emerging technology fellowships and research
grants-14992-0,X.research-theory,low,philosopher working on alignment theory
grants-1505-0,X.talent-community,medium,university AI safety seminar series
grants-15052-0,X.research-empirical,medium,university alignment research grant
grants-15056-0,X.talent-community,high,SERI MATS scholar program
grants-15060-0,X.talent-community,medium,academic workshop on human-level AI
grants-1516-0,X.advocacy-comms,medium,AI policy seminar series for policymakers
grants-1532-0,3.1,medium,report on assurance methods for ML systems
grants-1535-0,X.talent-community,high,scholarships for AI policy careers
grants-1537-0,X.research-theory,high,MIRI does agent foundations theory
grants-15372-0,X.talent-community,high,university course on human-AI alignment
grants-15408-0,X.research-empirical,low,research on complementary human-AI systems
grants-15414-0,1.2,high,GovAI is a governance research institute
grants-15417-0,X.research-empirical,medium,CAIS empirical ML safety research
grants-15431-0,X.forecasting,high,AI forecasting project
grants-15444-0,X.talent-community,medium,BERI lab retreat
grants-15548-0,X.forecasting,high,expert survey on AI progress
grants-15554-0,X.research-empirical,medium,FAR AI does empirical safety research
grants-1556-0,X.advocacy-comms,high,publicity support for Human Compatible book
grants-15563-0,X.none,low,vague university AI research
grants-15565-0,3.1,high,Apollo Research evaluations startup funding
grants-15567-0,X.research-empirical,high,Redwood does empirical control research
grants-15570-0,X.talent-community,high,coworking space for researchers
grants-1558-0,X.talent-community,medium,BERI supports x-risk research groups
grants-15598-0,X.research-theory,low,contest on the shutdown problem
grants-15652-0,X.research-empirical,low,psychology research by Brian Christian
grants-1574-0,X.research-empirical,medium,Ought factored cognition scalable oversight
grants-1581-0,3.1,medium,research on state of AI assurance methods
grants-15966-0,X.talent-community,high,summer research fellowship in law and AI
grants-1599-0,X.research-empirical,medium,academic AI safety research group Steinhardt
grants-16072-0,X.research-empirical,low,unspecified AI safety research organisation
grants-16077-0,X.research-empirical,low,data production contract for safety research
grants-16108-0,4.5,medium,software enabling external audit access
grants-16130-0,X.research-interp,high,interpretability research
grants-16424-0,X.talent-community,medium,Tarbell journalism fellowship and operations
grants-1643-0,X.research-empirical,medium,Ought works on factored cognition and oversight
grants-16473-0,X.advocacy-comms,high,AI safety communications centre
grants-16479-0,X.talent-community,high,SERI MATS programme
grants-16483-0,X.talent-community,high,SERI MATS 4.0 programme
grants-16490-0,X.talent-community,high,alignment workshop convening
grants-16504-0,X.talent-community,high,AI futures fellowship
grants-16511-0,X.talent-community,high,office space for student alignment group
grants-16527-0,X.research-interp,high,mechanistic interpretability research group
grants-16535-0,1.2,medium,RAND emerging technology policy research
grants-16543-0,X.research-empirical,medium,empirical work on neural network generalization
grants-1655-0,X.research-theory,medium,operational support for CHAI alignment research
grants-16601-0,X.research-interp,high,open access interpretability project
grants-16605-0,X.research-empirical,medium,scalable oversight dataset
grants-1662-0,X.research-theory,medium,CHAI assistance games alignment agenda
grants-16644-0,1.2,low,academic roundtables on AI governance
grants-16689-0,3.1,high,language model evaluations
grants-16693-0,X.talent-community,medium,student field-building programs
grants-16695-0,X.forecasting,high,AI Impacts per rubric
grants-16736-0,X.talent-community,high,AI safety bootcamp
grants-16775-0,1.2,medium,legal research on AI risk governance
grants-16791-0,X.talent-community,medium,university collaboration support programme
grants-16796-0,X.advocacy-comms,medium,AI safety policy advocacy
grants-16798-0,X.talent-community,high,alignment initiative research workshop
grants-16814-0,X.talent-community,high,BlueDot courses
grants-16818-0,X.talent-community,high,BlueDot courses
grants-16826-0,X.research-empirical,medium,technical alignment programme at Conjecture
grants-16829-0,X.talent-community,high,AI safety technical training program
grants-1689-0,X.advocacy-comms,medium,FLI outreach and campaigns
grants-17041-0,X.talent-community,high,ML4Good bootcamp
grants-17062-0,3.1,high,AI evaluations research
grants-1720-0,X.research-empirical,high,robustness of machine learning models
grants-1798-0,X.research-theory,low,EAF conceptual risk research and ops
grants-18353-0,X.research-empirical,low,general machine learning research support
grants-18368-0,X.talent-community,medium,CBAI field building workshop
grants-18386-0,X.talent-community,high,MIT AI alignment student group support
grants-18410-0,X.talent-community,high,MATS scholars programme
grants-18420-0,X.talent-community,high,ARENA technical training programme
grants-18424-0,X.talent-community,high,MATS scholar program
grants-18476-0,X.talent-community,high,alignment workshop
grants-18479-0,1.7,low,workshop on AI economic societal impacts
grants-18495-0,X.talent-community,high,London AI safety hub general support
grants-18622-0,X.talent-community,high,student AI safety team and programmes
grants-18628-0,X.talent-community,high,machine learning and AI safety bootcamps
grants-18659-0,X.research-interp,high,interpretability controllability and safety research
grants-18680-0,X.forecasting,high,AI trends and impacts research
grants-1869-0,X.talent-community,high,AI fellowship class funding
grants-18702-0,X.talent-community,high,coworking space for AI safety
grants-18710-0,X.forecasting,medium,AI worldviews essay contest prizes
grants-18754-0,X.research-empirical,high,adversarial robustness research
grants-18758-0,X.advocacy-comms,high,AI documentary production
grants-18845-0,3.1,high,language model capabilities benchmarking
grants-18848-0,X.talent-community,medium,marketing of career advice
grants-18855-0,X.research-empirical,medium,AI alignment research projects
grants-19133-0,X.talent-community,high,summer research fellowship
grants-19155-0,3.1,high,benchmark for language model forecasting
grants-19248-0,X.talent-community,high,Astra fellowship programme
grants-19282-0,1.2,high,AI risk management frameworks
grants-19283-0,3.1,medium,benchmarks for biology research capabilities
grants-19289-0,1.2,high,AI risk management frameworks work
grants-19319-0,3.1,high,benchmarks for LLM hacking capability
grants-19326-0,X.research-empirical,high,latent adversarial training
grants-19335-0,1.2,medium,IAPS AI policy and strategy institute
grants-19337-0,4.3,medium,building an LLM misuse incident database
grants-19381-0,X.talent-community,high,Cambridge ERA fellowship
grants-19392-0,X.talent-community,high,CHAI internships
grants-1958-0,X.research-theory,high,MIRI agent foundations research
grants-19633-0,X.forecasting,high,forecasting benchmark by FRI
grants-19636-0,X.talent-community,high,LASR Labs fellowship program
grants-19639-0,3.1,high,building a web-task capability benchmark
grants-19759-0,X.research-empirical,high,scalable oversight research
grants-19762-0,3.1,high,LLM cyberoffense benchmark
grants-1988-0,X.research-empirical,medium,engineers supporting CHAI safety research
grants-19894-0,1.2,low,AI governance legal and liability research
grants-19900-0,3.1,medium,developing red-line dangerous capability evaluations
grants-19909-0,X.none,low,scientific replication games not an AI control
grants-19965-0,X.advocacy-comms,medium,international dialogues convening decision-makers
grants-19986-0,1.2,high,IAPS AI policy research general support
grants-19988-0,X.talent-community,high,AI safety retreat
grants-19993-0,1.2,medium,international longterm governance institute
grants-2002-0,1.2,medium,CSET security policy research
grants-20101-0,X.forecasting,high,forecasting tournaments
grants-20108-0,X.research-empirical,high,scalable oversight research
grants-20114-0,X.research-empirical,high,scalable oversight research
grants-20125-0,3.5,low,database cataloguing real LLM use cases
grants-20131-0,1.2,high,AI standards and risk management frameworks
grants-20150-0,X.none,low,unclear scope research on LLM use
grants-20213-0,X.forecasting,high,forecasting software tools
grants-20215-0,X.advocacy-comms,medium,Sage AI explainers for public understanding
grants-20218-0,X.talent-community,high,career advising
grants-20230-0,X.talent-community,high,information security talent development programme
grants-20334-0,X.advocacy-comms,medium,documentary and wargame media project
grants-2034-0,X.research-empirical,medium,academic AI safety research group
grants-20380-0,X.talent-community,medium,AI for epistemics workshop
grants-20427-0,3.1,high,Apollo Research evaluations general support
grants-20434-0,3.1,high,research ideation benchmark
grants-20449-0,X.research-interp,high,LLM interpretability research lab
grants-20530-0,X.talent-community,medium,university AI systems course
grants-20671-0,3.1,medium,software engineering LLM benchmark
grants-2075-0,X.advocacy-comms,medium,outreach to decision-makers on technological risk
grants-2084-0,X.talent-community,medium,academic workshop convening researchers
grants-20840-0,3.1,high,evaluating AI persuasiveness
grants-20853-0,X.talent-community,high,ML4Good bootcamp
grants-21056-0,3.1,high,building LLM research benchmark
grants-21072-0,3.1,high,evaluating persuasiveness of language models
grants-21076-0,3.1,medium,building a legal automation benchmark
grants-21083-0,3.5,low,database tracking real-world LLM usage
grants-2122-0,X.forecasting,low,broad catastrophic risk strategy research
grants-2129-0,X.advocacy-comms,medium,policy seminar series for decision-makers
grants-2137-0,1.2,medium,research on global politics and governance of AI
grants-21464-0,3.1,medium,Palisade demonstrations of dangerous capabilities
grants-2147-0,X.advocacy-comms,medium,FLI outreach and campaigns
grants-2162-0,X.talent-community,medium,retraining programme for AI safety researchers
grants-21640-0,X.talent-community,high,80000 Hours career advice
grants-2171-0,X.forecasting,high,AI Impacts general support forecasting
grants-21738-0,X.forecasting,low,report on LLM model-based planning capability
grants-21760-0,3.1,high,cybersecurity benchmark for language models
grants-2177-0,X.research-empirical,medium,machine learning security research
grants-2178-0,X.talent-community,high,AI fellowship class
grants-21810-0,X.talent-community,medium,fellowships and research at RAND
grants-21918-0,X.research-empirical,medium,FAR AI alignment research projects
grants-21920-0,3.1,high,LLM cybersecurity benchmark
grants-21956-0,3.1,high,building data science benchmark
grants-21977-0,X.talent-community,high,ARENA technical AI safety programme
grants-2204-0,X.talent-community,medium,NIPS workshop on machine learning security
grants-22117-0,X.forecasting,medium,economics research on AI scaling effects
grants-22119-0,X.talent-community,high,BlueDot courses
grants-22220-0,X.talent-community,medium,EU policy fellowship pipeline
grants-22236-0,1.2,medium,global AI risks governance initiative
grants-22328-0,3.1,high,software engineering benchmark construction
grants-22369-0,X.research-interp,high,interpretability research group
grants-22465-0,1.2,high,CLTR risk management policy institute
grants-22486-0,X.research-empirical,medium,academic alignment research group
grants-22547-0,X.talent-community,medium,Meridian hub operating costs
grants-22549-0,X.research-empirical,low,replication of LLM research
grants-22579-0,1.2,medium,AI policy work by risk observatory
grants-22608-0,X.talent-community,high,Australian AI safety forum
grants-22653-0,3.1,high,LLM cybersecurity benchmark
grants-22760-0,3.1,high,AI R&D benchmark
grants-2289-0,X.talent-community,high,scholarship support for students
grants-22933-0,1.2,medium,RAND emerging technology policy research
grants-23026-0,1.2,medium,AI governance and institutional policy work
grants-23085-0,X.advocacy-comms,medium,AI policy advocacy organisation general support
grants-23088-0,3.1,high,adversarial attack benchmark
grants-23110-0,X.advocacy-comms,low,public AI risk explorer tool
grants-23150-0,X.advocacy-comms,high,AI safety advocacy
grants-23194-0,X.forecasting,high,forecasting panel on AI progress
grants-23196-0,3.1,medium,LLM research benchmark construction
grants-23198-0,3.1,high,language model capabilities benchmarking
grants-23217-0,1.2,medium,Oxford Martin AI governance initiative
grants-23222-0,3.1,medium,chemistry capability benchmark
grants-23257-0,X.talent-community,high,research fellowships
grants-23276-0,X.none,low,organisation work cannot be placed
grants-23279-0,1.2,medium,think tank AI governance initiatives
grants-23358-0,X.talent-community,medium,AI law field building
grants-23360-0,X.talent-community,low,conference support unclear AI link
grants-23362-0,3.1,medium,tripwire capability evaluations
grants-23370-0,X.forecasting,high,AI forecasting research
grants-23374-0,1.2,high,GovAI broad AI governance research
grants-2359-0,X.research-empirical,medium,Ought factored cognition and oversight experiments
grants-23693-0,X.talent-community,high,ARENA technical upskilling programme
grants-23700-0,X.research-empirical,medium,CAIS empirical safety research
grants-23706-0,1.2,low,policy project on AI and cybersecurity
grants-23713-0,X.talent-community,high,AI safety coworking hub
grants-23726-0,1.2,medium,RAND technology and security policy research
grants-23734-0,X.advocacy-comms,high,global catastrophic risk policy advocacy
grants-23965-0,X.research-empirical,low,Mila general AI safety research
grants-23988-0,X.talent-community,high,AI safety hub operating costs
grants-24010-0,3.1,high,LLM moneymaking capability benchmark
grants-24012-0,X.talent-community,high,EU tech policy fellowship and operations
grants-24014-0,X.talent-community,high,MATS research mentorship programme
grants-24016-0,X.talent-community,high,MATS research fellowship programme
grants-24037-0,X.talent-community,high,AI safety university group support
grants-24039-0,X.talent-community,high,student AI safety groups
grants-24043-0,X.talent-community,high,80000 Hours career advice
grants-24045-0,X.talent-community,high,SPAR research mentorship program
grants-24073-0,1.2,medium,AI safety policy research and advocacy
grants-2410-0,X.research-theory,high,MIRI general support
grants-2414-0,X.research-empirical,medium,academic empirical AI safety research
grants-24218-0,X.talent-community,medium,Constellation is a research hub and fellowship
grants-24221-0,X.talent-community,high,Constellation research hub general support
grants-24538-0,3.1,medium,Pattern Labs security capability evaluations
grants-2458-0,1.2,medium,think tank technology risk policy research
grants-24598-0,X.talent-community,high,student AI safety group office access
grants-24626-0,X.forecasting,medium,research on AI trends and impacts
grants-2467-0,1.2,medium,global politics of AI governance research
grants-24719-0,X.research-empirical,medium,InterACT lab on human-AI value alignment
grants-24730-0,X.research-empirical,medium,InterACT human-robot value alignment lab
